1;0;61.00;9.50;1023.00;0.00;2.48
2;0;184.00;9.50;1023.00;0.00;2.48
3;0;307.00;9.50;1023.00;0.00;2.48
4;0;430.00;9.50;1023.00;0.00;2.48
5;0;553.00;9.50;1023.00;0.00;2.48
6;0;676.00;9.50;1023.00;0.00;2.48
7;0;799.00;9.50;1023.00;0.00;2.48
8;0;922.00;9.50;1023.00;0.00;2.48
9;0;1045.00;9.50;1023.00;0.00;2.48
10;0;1168.00;9.50;1023.00;0.00;2.48
11;0;1291.00;9.50;1023.00;0.00;2.48
12;0;1414.00;9.50;1023.00;0.00;2.48
13;0;1537.00;9.50;1023.00;0.00;2.48
14;0;1660.00;9.50;1023.00;0.00;2.48
15;0;1783.00;9.50;1023.00;0.00;2.48
16;0;1906.00;9.50;1023.00;0.00;2.48
17;0;2029.00;9.50;1023.00;0.00;2.48
18;0;2152.00;9.50;1023.00;0.00;2.48
19;0;2275.00;9.50;1023.00;0.00;2.48
20;0;2397.00;9.50;1029.00;0.00;2.48
21;0;2519.00;9.50;1053.00;0.00;2.48
22;0;2644.00;9.50;1084.00;0.00;2.48
23;0;2767.00;9.50;1046.00;0.00;2.48
24;0;2890.00;9.50;1027.00;0.00;2.48
25;0;3013.00;9.50;1023.00;0.00;2.48
26;0;3136.00;9.50;1023.00;0.00;2.48
27;0;3259.00;9.50;1023.00;0.00;2.48
28;0;3382.00;9.50;1023.00;0.00;2.48
29;0;3505.00;9.50;1023.00;0.00;2.48
30;0;3628.00;9.50;1023.00;0.00;2.48
31;0;3751.00;9.50;1023.00;0.00;2.48
32;0;3874.00;9.50;1023.00;0.00;2.48
33;0;3997.00;9.50;1023.00;0.00;2.48
34;0;4120.00;9.50;1023.00;0.00;2.48
35;0;4243.00;9.50;1023.00;0.00;2.48
36;0;4366.00;9.50;1023.00;0.00;2.48
37;0;4489.00;9.50;1023.00;0.00;2.48
38;0;4612.00;9.50;1023.00;0.00;2.48
39;0;4735.00;9.50;1023.00;0.00;2.48
40;0;4858.00;9.50;1023.00;0.00;2.48
41;0;4981.00;9.50;1023.00;0.00;2.48
42;0;5104.00;9.50;1023.00;0.00;2.48
43;0;5227.00;9.50;1023.00;0.00;2.48
44;0;5350.00;9.50;1023.00;0.00;2.48
45;0;5473.00;9.50;1023.00;0.00;2.48
46;0;5583.00;9.50;1023.00;0.00;1.96
47;0;2587.00;9.80;512.00;0.00;1.24
48;0;2683.00;9.80;515.00;0.00;1.40
49;0;2629.00;9.80;495.00;0.00;0.20
50;0;2638.00;9.80;495.00;0.00;0.16
51;0;2621.00;9.80;498.00;0.00;0.20
52;0;2648.00;9.80;497.00;0.00;0.16
53;0;2632.00;9.80;501.00;0.00;0.12
54;0;2611.00;9.80;505.00;0.00;0.32
55;0;2640.00;9.80;501.00;0.00;0.24
56;0;2604.00;9.80;502.00;0.00;0.20
57;0;2657.00;9.80;503.00;0.00;0.28
58;0;2666.00;9.80;502.00;0.00;0.12
59;0;2626.00;9.80;506.00;0.00;0.24
60;0;2650.00;9.80;507.00;0.00;0.32
61;0;2592.00;9.80;506.00;0.00;0.20
62;0;2617.00;9.80;511.00;0.00;0.28
63;0;2674.00;9.80;505.00;0.00;0.16
64;0;2637.00;9.80;507.00;0.00;0.16
65;0;2601.00;9.80;510.00;0.00;0.28
66;0;2667.00;9.80;509.00;0.00;0.20
67;0;2584.00;9.80;511.00;0.00;0.24
68;0;2629.00;9.80;514.00;0.00;0.28
69;0;2677.00;9.80;514.00;0.00;0.24
70;0;2640.00;9.80;512.00;0.00;0.24
71;0;2685.00;9.80;513.00;0.00;0.24
72;0;2595.00;9.80;516.00;0.00;0.24
73;0;2648.00;9.80;516.00;0.00;0.20
74;0;2657.00;9.80;517.00;0.00;0.28
75;0;2694.00;9.80;517.00;0.00;0.20
76;0;2577.00;9.80;519.00;0.00;0.28
77;0;2608.00;9.80;519.00;0.00;0.28
78;0;2666.00;9.80;518.00;0.00;0.24
79;0;2587.00;9.80;520.00;0.00;0.24
80;0;2636.00;9.80;518.00;0.00;0.12
81;0;2621.00;9.80;521.00;0.00;0.24
82;0;2641.00;9.80;523.00;0.00;0.28
83;0;2630.00;9.80;523.00;0.00;0.20
84;0;2686.00;9.80;522.00;0.00;0.20
85;0;2599.00;9.80;525.00;0.00;0.24
86;0;2650.00;9.80;525.00;0.00;0.24
87;0;2673.00;9.80;526.00;0.00;0.28
88;0;2570.00;9.80;528.00;0.00;0.24
89;0;2698.00;9.80;526.00;0.00;0.24
90;0;2618.00;9.80;527.00;0.00;0.20
91;0;2662.00;9.80;527.00;0.00;0.24
92;0;2580.00;9.80;528.00;0.00;0.20
93;0;2590.00;9.80;531.00;0.00;0.24
94;0;2631.00;9.80;528.00;0.00;0.16
95;0;2689.00;9.80;530.00;0.00;0.28
96;0;2606.00;9.80;529.00;0.00;0.16
97;0;2638.00;9.80;529.00;0.00;0.12
98;0;2654.00;9.80;529.00;0.00;0.08
99;0;2678.00;9.80;535.00;0.00;0.32
100;0;2596.00;9.80;534.00;0.00;0.20
101;0;2670.00;9.80;533.00;0.00;0.20
102;0;2699.00;9.80;535.00;0.00;0.24
103;0;2612.00;9.80;566.00;0.00;0.80
104;0;2658.00;9.80;566.00;0.00;0.80
105;0;2567.00;9.80;539.00;0.00;0.28
106;0;2576.00;9.80;540.00;0.00;0.20
107;0;2583.00;9.80;539.00;0.00;0.24
108;0;2635.00;9.80;561.00;0.00;1.28
109;0;2694.00;9.80;542.00;0.00;0.28
110;0;2591.00;9.80;544.00;0.00;0.24
111;0;2683.00;9.80;543.00;0.00;0.28
112;0;2705.00;9.80;546.00;0.00;0.20
113;0;2675.00;9.80;547.00;0.00;0.16
114;0;2567.00;9.80;548.00;0.00;0.20
115;0;2582.00;9.80;552.00;0.00;0.20
116;0;2594.00;9.80;549.00;0.00;0.12
117;0;2693.00;9.80;552.00;0.00;0.28
118;0;2677.00;9.80;555.00;0.00;0.20
119;0;2575.00;9.80;555.00;0.00;0.24
120;0;2683.00;9.80;557.00;0.00;0.24
121;0;2564.00;9.80;555.00;0.00;0.20
122;0;2706.00;9.80;558.00;0.00;0.24
123;0;2507.00;9.80;635.00;0.00;1.64
124;0;2590.00;9.80;558.00;0.00;0.24
125;0;2699.00;9.80;562.00;0.00;0.28
126;0;2538.00;9.80;558.00;0.00;0.12
127;0;2546.00;9.80;558.00;0.00;0.16
128;0;2552.00;9.80;559.00;0.00;0.16
129;0;2562.00;9.80;561.00;0.00;0.24
130;0;2689.00;9.80;563.00;0.00;0.24
131;0;2527.00;9.80;564.00;0.00;0.24
132;0;2573.00;9.80;562.00;0.00;0.16
133;0;2761.00;9.80;643.00;0.00;1.64
134;0;2537.00;9.80;563.00;0.00;0.16
135;0;2583.00;9.80;565.00;0.00;0.24
136;0;2518.00;9.80;565.00;0.00;0.16
137;0;2550.00;9.80;565.00;0.00;0.20
138;0;2675.00;9.80;569.00;0.00;0.16
139;0;2557.00;9.80;571.00;0.00;0.24
